Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
TO19482,"4,875",Basic,High School or Below,Employed,M,67467,Suburban,Married,17,107,4,Medsize,n,y,n,n,0
WA68850,"4,198",Basic,High School or Below,Employed,M,30598,Suburban,Married,40,132,13,Medsize,n,y,n,y,0
ER97256,"5,381",Basic,College,Employed,F,55350,Suburban,Married,17,101,0,Medsize,n,y,n,y,0
CK85904,"13,467",Basic,High School or Below,Disabled,F,11432,Suburban,Married,29,139,11,Small,n,y,n,y,0
GH30325,"2,424",Basic,College,Employed,M,27093,Suburban,Married,20,105,10,Medsize,n,n,n,y,1
LG98245,"3,824",Basic,Bachelor,Unemployed,M,0,Suburban,Single,46,78,32,Medsize,n,y,n,y,0
KW31376,"13,883",Basic,High School or Below,Unemployed,F,0,Suburban,Single,17,229,3,Large,y,y,y,y,0
XZ45224,"2,439",Basic,College,Employed,F,38961,Suburban,Divorced,17,108,5,Medsize,n,y,n,y,1
HD56196,"34,090",Extended,Doctor,Employed,F,51840,Rural,Married,27,120,10,Small,n,y,n,y,0
EM39400,"2,840",Basic,Bachelor,Employed,M,79181,Urban,Divorced,18,110,1,Medsize,y,y,n,y,0
FP39090,"24,128",Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,23,71,13,Medsize,y,y,n,y,0
CE17166,"7,596",Extended,College,Employed,M,56225,Suburban,Divorced,17,109,10,Small,y,n,n,n,0
HF67477,"15,096",Basic,High School or Below,Disabled,M,14909,Suburban,Married,41,189,31,Medsize,n,y,n,y,0
GJ79432,"6,005",Extended,High School or Below,Employed,M,26876,Suburban,Single,33,102,17,Medsize,n,n,n,y,0
ZE17448,"3,455",Extended,College,Employed,M,68401,Urban,Divorced,32,110,14,Medsize,n,y,n,y,0
SK65854,"5,729",Basic,College,Employed,F,29730,Suburban,Married,19,100,1,Medsize,y,y,n,y,0
RT23641,"5,163",Extended,High School or Below,Employed,F,35577,Urban,Married,26,176,1,Medsize,y,y,n,y,1
PY79113,"2,603",Basic,Master,Employed,M,41958,Urban,Married,39,88,15,Small,y,y,n,y,0
EP61197,"32,643",Premium,Master,Employed,F,77915,Suburban,Married,17,161,4,Small,n,y,n,y,0
IL12516,"2,790",Basic,Bachelor,Medical Leave,F,15514,Suburban,Married,32,74,20,Medsize,n,y,n,y,0
BF55854,"11,250",Premium,College,Employed,F,29505,Suburban,Married,19,326,2,Small,n,y,n,y,0
GP19791,"16,511",Basic,College,Employed,F,31356,Suburban,Married,49,66,25,Small,n,y,n,y,0
II16403,"7,608",Basic,College,Employed,F,31456,Rural,Single,17,223,5,Medsize,n,y,y,y,0
SS28002,"5,604",Basic,High School or Below,Employed,F,95284,Urban,Married,23,83,6,Medsize,n,n,y,y,0
VT97066,"6,674",Extended,High School or Below,Unemployed,M,0,Suburban,Single,30,136,7,Medsize,n,y,n,y,0
FH97700,"4,049",Premium,Bachelor,Employed,F,62864,Rural,Single,32,106,20,Small,n,y,y,y,0
NB96938,"4,958",Basic,College,Medical Leave,M,22842,Suburban,Married,41,67,20,Medsize,y,n,n,y,0
HY32811,"7,850",Basic,Bachelor,Employed,F,67186,Urban,Single,29,58,22,Small,n,n,n,y,0
MB69465,"6,383",Extended,High School or Below,Unemployed,M,0,Suburban,Married,21,123,14,Medsize,y,n,n,y,1
LE12086,"5,737",Basic,College,Employed,F,68946,Urban,Married,35,95,15,Medsize,n,n,n,y,0
IO89174,"7,688",Basic,Bachelor,Employed,F,56680,Suburban,Single,23,128,9,Medsize,n,n,n,y,0
DB26077,"4,873",Extended,High School or Below,Retired,F,18866,Suburban,Married,20,172,4,Medsize,y,y,n,y,0
NB98740,"2,825",Basic,High School or Below,Employed,F,82875,Suburban,Married,26,114,5,Small,y,y,n,y,0
EL82767,"3,722",Basic,College,Unemployed,F,0,Suburban,Married,32,107,25,Medsize,n,y,n,y,0
AK54675,"5,536",Extended,Bachelor,Employed,F,84863,Suburban,Divorced,36,144,28,Large,y,y,y,y,0
EW67766,"4,728",Extended,College,Unemployed,F,0,Suburban,Married,37,145,24,Small,n,y,n,y,1
JS36743,"2,379",Basic,Bachelor,Employed,M,54753,Suburban,Single,28,107,5,Medsize,n,y,n,y,0
TV20901,"9,338",Premium,College,Employed,F,76381,Suburban,Married,46,110,23,Small,y,y,y,y,0
LQ20969,"6,190",Extended,Bachelor,Employed,M,59523,Urban,Married,17,124,0,Large,n,y,n,y,0
BZ33435,"5,638",Basic,Bachelor,Employed,F,56017,Rural,Married,17,117,1,Small,n,y,n,n,0
OA55110,"5,264",Basic,Master,Medical Leave,M,14306,Urban,Divorced,42,78,31,Medsize,y,y,n,y,0
YJ42538,"4,036",Basic,Bachelor,Employed,F,21359,Suburban,Married,52,79,25,Medsize,n,y,n,y,0
XB64207,"4,117",Basic,Bachelor,Employed,F,86101,Urban,Married,17,126,4,Medsize,n,n,n,y,0
KZ80424,"8,382",Basic,Bachelor,Employed,M,25998,Suburban,Married,25,77,16,Medsize,n,y,y,y,0
BC34309,"2,435",Basic,Master,Employed,F,64341,Rural,Single,21,107,4,Small,n,y,y,y,1
JC34468,"6,599",Premium,High School or Below,Employed,F,36060,Urban,Married,39,139,27,Medsize,n,y,n,y,0
ON34922,"5,354",Basic,High School or Below,Employed,M,61894,Urban,Married,39,59,22,Small,n,y,n,y,0
MQ93707,"6,748",Basic,High School or Below,Disabled,M,26721,Suburban,Divorced,31,63,18,Medsize,n,y,y,y,0
SY28542,"7,412",Extended,Bachelor,Employed,F,59940,Urban,Single,38,116,17,Medsize,n,n,n,y,0
RA29518,"5,512",Extended,Master,Employed,M,45971,Rural,Married,22,138,15,Medsize,y,y,n,y,0
No34698,"4,015",Basic,Bachelor,Employed,M,80055,Rural,Married,40,102,30,Medsize,n,y,y,y,0
VK37392,"7,772",Extended,College,Employed,M,58345,Urban,Married,17,144,1,Small,n,y,n,n,0
LJ43082,"4,639",Basic,College,Unemployed,F,0,Rural,Divorced,60,71,33,Large,n,y,y,y,0
FI90697,"10,508",Extended,Bachelor,Employed,M,76549,Urban,Married,21,178,3,Medsize,y,y,n,y,0
DR93103,"17,557",Basic,Master,Employed,F,36212,Rural,Married,46,75,25,Medsize,y,y,n,y,0
XR37151,"9,104",Extended,Bachelor,Unemployed,F,0,Suburban,Single,41,153,18,Medsize,y,y,n,y,0
ZZ43513,"13,111",Basic,High School or Below,Employed,M,73597,Urban,Married,29,138,5,Medsize,y,y,n,y,0
QW81912,"8,006",Extended,High School or Below,Employed,F,63762,Rural,Married,37,129,13,Medsize,n,y,n,y,0
AZ50087,"6,807",Extended,Bachelor,Employed,M,32787,Suburban,Married,18,132,3,Large,y,y,n,y,0
HQ87008,"2,628",Basic,Bachelor,Employed,F,94962,Suburban,Married,26,89,10,Large,n,n,n,y,0
FM30352,"9,096",Premium,High School or Below,Unemployed,F,0,Suburban,Single,49,238,30,Medsize,n,y,n,y,0
PD30266,"5,016",Extended,College,Employed,F,73809,Urban,Married,17,171,5,Medsize,n,y,n,n,0
GA50461,"4,727",Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,35,114,28,Small,n,y,n,n,0
FY84962,"3,059",Extended,High School or Below,Unemployed,M,0,Suburban,Single,26,112,5,Medsize,y,y,n,n,1
GT14584,"4,123",Basic,College,Employed,F,75272,Rural,Married,40,125,22,Medsize,n,y,n,n,0
IA87250,"2,621",Basic,Master,Employed,F,39278,Rural,Divorced,39,70,29,Medsize,y,y,n,n,0
MM67983,"4,939",Basic,Bachelor,Employed,M,36913,Rural,Married,36,60,22,Medsize,n,n,n,y,1
MW40110,"4,691",Basic,Bachelor,Unemployed,M,0,Suburban,Single,29,76,19,Medsize,n,y,n,y,1
SH93005,"6,006",Extended,College,Retired,M,13528,Suburban,Single,32,110,21,Medsize,y,y,n,y,0
KD69941,"4,942",Extended,Bachelor,Unemployed,M,0,Suburban,Single,38,169,17,Medsize,n,y,n,y,0
JV38934,"2,254",Basic,Bachelor,Unemployed,F,0,Suburban,Single,25,111,3,Medsize,y,y,n,y,1
XI16714,"2,554",Basic,High School or Below,Unemployed,F,0,Suburban,Single,41,74,32,Medsize,y,y,n,y,0
DG68667,"8,124",Basic,Doctor,Medical Leave,M,12617,Suburban,Divorced,30,154,5,Medsize,n,y,n,n,0
AR40217,"19,079",Basic,High School or Below,Employed,F,42754,Urban,Divorced,17,97,5,Medsize,n,y,n,y,0
IM73868,"10,462",Premium,College,Unemployed,M,0,Suburban,Single,39,173,23,Medsize,y,y,n,y,0
BR44176,"4,669",Premium,High School or Below,Employed,F,76157,Suburban,Married,42,134,15,Small,y,y,n,y,0
MY51849,"4,904",Basic,Bachelor,Unemployed,F,0,Suburban,Married,44,62,19,Large,y,y,n,y,0
FQ61281,"83,325",Extended,High School or Below,Employed,M,58958,Suburban,Married,38,229,31,Small,y,y,n,y,0
NJ72300,"8,009",Basic,Bachelor,Unemployed,F,0,Suburban,Married,32,145,5,Small,y,y,n,y,1
YO81740,"23,896",Extended,Bachelor,Unemployed,F,0,Suburban,Single,17,144,0,Small,y,y,n,y,0
WM25415,"7,732",Basic,High School or Below,Employed,F,34430,Urban,Divorced,17,105,6,Medsize,n,n,y,y,1
GU41036,"9,416",Extended,High School or Below,Disabled,M,13411,Suburban,Married,43,105,27,Medsize,y,y,n,y,0
NN66592,"5,924",Basic,Bachelor,Employed,M,73758,Urban,Married,45,92,24,Medsize,n,y,n,y,0
TO29918,"3,833",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,47,94,34,Medsize,n,y,n,y,0
PF53601,"28,432",Basic,Bachelor,Medical Leave,M,17130,Suburban,Divorced,17,232,1,Medsize,n,n,n,y,1
TF61492,"5,554",Extended,College,Unemployed,F,0,Suburban,Single,45,78,30,Medsize,n,n,y,y,0
PD52748,"10,037",Extended,High School or Below,Unemployed,F,0,Suburban,Single,30,150,15,Medsize,n,y,n,y,0
TF68928,"6,576",Extended,Bachelor,Disabled,M,10517,Urban,Single,39,104,14,Medsize,n,n,n,y,1
VZ79366,"4,363",Premium,College,Employed,M,58842,Suburban,Married,26,126,6,Medsize,n,n,n,y,1
SQ53118,"7,874",Basic,College,Employed,M,22355,Suburban,Married,37,61,27,Medsize,n,n,n,y,0
QZ56257,"13,021",Extended,High School or Below,Unemployed,F,0,Suburban,Single,47,235,26,Medsize,y,n,n,y,0
ZI34278,"4,492",Basic,Bachelor,Medical Leave,F,21137,Suburban,Single,45,35,29,Medsize,n,y,n,y,0
ZB82406,"6,650",Extended,Bachelor,Unemployed,F,0,Suburban,Single,24,127,16,Small,y,y,n,y,0
OP93305,"11,094",Extended,High School or Below,Employed,M,78255,Suburban,Single,24,105,14,Small,y,y,n,y,0
CK31454,"5,107",Basic,Bachelor,Employed,F,35625,Urban,Married,35,73,10,Medsize,y,y,y,n,0
FX81675,"7,334",Basic,College,Employed,F,87957,Suburban,Divorced,46,35,31,Small,n,y,n,y,0
BK85520,"4,997",Basic,College,Employed,F,25915,Suburban,Single,36,64,13,Medsize,n,n,n,y,1
KB18303,"8,659",Basic,College,Employed,M,62464,Urban,Married,41,117,23,Medsize,n,y,n,y,0
GX47381,"9,658",Extended,High School or Below,Unemployed,M,0,Suburban,Married,61,121,34,Medsize,n,y,n,y,0
RX31862,"6,177",Extended,High School or Below,Employed,M,49529,Urban,Married,17,116,4,Medsize,n,y,n,y,0
YQ58965,"2,867",Extended,Bachelor,Retired,F,23376,Suburban,Divorced,28,100,19,Medsize,n,y,n,y,0
HG60406,"2,821",Extended,College,Unemployed,M,0,Suburban,Single,31,77,21,Medsize,y,y,n,n,0
BC52397,"2,844",Basic,College,Employed,M,67952,Rural,Married,41,79,16,Medsize,n,y,n,y,0
AR69517,"11,790",Basic,College,Retired,M,25251,Suburban,Divorced,30,66,13,Medsize,n,n,n,y,0
JJ23168,"7,786",Basic,High School or Below,Employed,F,20497,Suburban,Married,42,77,17,Small,y,n,n,y,0
NB39218,"12,315",Premium,High School or Below,Employed,M,68420,Suburban,Married,17,148,5,Medsize,y,y,n,y,0
FP95606,"4,811",Extended,College,Employed,F,24711,Rural,Married,45,96,31,Small,y,y,n,y,0
YP27180,"27,279",Basic,College,Employed,F,76530,Rural,Divorced,49,85,35,Medsize,n,y,n,y,0
JK74110,"3,980",Extended,High School or Below,Employed,M,98333,Urban,Married,27,121,16,Medsize,y,y,y,y,0
MC85738,"14,635",Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,18,165,5,Medsize,n,n,y,y,1
CE78778,"3,762",Premium,College,Unemployed,F,0,Suburban,Single,51,106,25,Small,y,y,n,y,0
LT72149,"5,620",Premium,High School or Below,Unemployed,M,0,Suburban,Married,32,161,25,Medsize,n,y,n,y,0
ZC89812,"5,305",Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,38,66,18,Medsize,n,y,y,y,0
GF68713,"3,207",Extended,Bachelor,Employed,M,24695,Suburban,Married,17,128,0,Large,y,y,n,y,1
HB23001,"8,698",Premium,Bachelor,Employed,M,26287,Rural,Married,27,133,6,Medsize,n,n,n,y,0
DH99299,"8,717",Basic,College,Employed,M,83846,Suburban,Married,31,86,22,Large,n,y,n,y,0
RA61917,"8,030",Basic,High School or Below,Employed,F,76081,Suburban,Single,23,86,14,Medsize,n,n,n,y,0
KM65135,"4,763",Basic,College,Disabled,M,14957,Suburban,Single,35,48,24,Small,y,y,n,y,0
RR37482,"23,056",Premium,High School or Below,Employed,M,41727,Rural,Married,33,115,18,Medsize,y,y,y,y,0
WM24870,"5,384",Basic,College,Employed,F,89092,Rural,Divorced,47,44,31,Medsize,y,y,y,y,0
EC78254,"8,410",Basic,College,Employed,F,53986,Rural,Married,34,88,22,Medsize,n,y,n,y,0
CQ19667,"4,257",Premium,Bachelor,Employed,F,49853,Suburban,Single,35,131,17,Medsize,n,y,n,y,0
AY43037,"14,709",Basic,High School or Below,Employed,M,36670,Suburban,Single,55,187,30,Medsize,n,y,n,y,0
GN36177,"2,594",Basic,Bachelor,Employed,M,43626,Suburban,Divorced,29,83,9,Small,y,n,n,n,0
VL36269,"2,467",Basic,High School or Below,Unemployed,F,0,Suburban,Single,17,92,6,Small,y,y,n,y,0
UA58104,"7,934",Basic,College,Employed,F,76505,Rural,Married,54,35,32,Medsize,y,y,n,y,0
GR12431,"36,861",Basic,College,Employed,F,66216,Rural,Single,47,65,34,Medsize,y,y,n,y,0
IV37346,"7,412",Basic,College,Employed,F,52497,Suburban,Divorced,39,71,22,Small,y,y,n,y,0
VU99589,"34,611",Basic,High School or Below,Employed,F,20090,Suburban,Married,20,151,10,Medsize,n,y,n,y,0
VV61641,"18,726",Premium,High School or Below,Unemployed,F,0,Suburban,Single,32,231,7,Medsize,n,y,y,y,1
ZY26831,"7,249",Extended,Bachelor,Employed,F,37751,Rural,Single,39,113,15,Medsize,y,n,n,y,0
IP84574,"8,193",Basic,College,Employed,F,54840,Suburban,Single,34,80,18,Small,y,y,n,y,0
XF33416,"8,692",Premium,College,Employed,F,31986,Suburban,Divorced,26,143,13,Small,n,y,n,y,0
PV62583,"9,799",Extended,College,Medical Leave,M,22166,Suburban,Married,25,168,10,Medsize,n,y,n,y,0
QK29271,"14,084",Extended,Bachelor,Unemployed,M,0,Suburban,Single,40,200,22,Medsize,n,y,n,n,0
ZF58696,"13,104",Extended,High School or Below,Unemployed,M,0,Suburban,Single,27,152,7,Medsize,n,y,n,y,0
PK37320,"2,629",Basic,Master,Employed,F,83838,Urban,Married,21,93,1,Medsize,n,y,n,y,1
EP35930,"5,246",Basic,Master,Employed,F,46061,Rural,Married,31,75,23,Large,n,n,n,y,0
TS34391,"8,093",Basic,College,Employed,M,50825,Urban,Married,17,140,3,Medsize,n,y,n,y,0
ST65635,"2,720",Basic,College,Retired,F,14030,Suburban,Married,37,92,11,Large,y,y,n,y,0
AQ25590,"5,445",Extended,High School or Below,Medical Leave,F,20282,Suburban,Divorced,44,107,19,Medsize,n,n,n,y,0
QK37708,"4,514",Basic,Bachelor,Employed,M,50146,Suburban,Married,20,152,6,Medsize,n,y,n,y,1
EY83434,"22,029",Extended,High School or Below,Unemployed,M,0,Suburban,Married,37,117,27,Large,y,y,n,y,0
DQ55516,"5,409",Extended,Bachelor,Employed,F,20472,Suburban,Single,61,105,34,Medsize,n,y,n,n,0
KS72802,"3,768",Extended,Master,Employed,F,85751,Urban,Married,28,125,6,Medsize,y,y,n,y,0
PE32165,"27,935",Basic,High School or Below,Employed,F,76912,Rural,Married,17,162,0,Medsize,n,y,n,y,0
XO78284,"3,887",Extended,Master,Employed,M,96335,Rural,Single,18,123,7,Small,n,y,n,y,0
HS39343,"7,476",Basic,Bachelor,Disabled,F,29633,Urban,Married,47,196,26,Medsize,n,y,n,n,0
ZF77631,"22,759",Basic,Master,Employed,M,80540,Rural,Married,45,39,27,Medsize,y,n,n,y,0
ZE60021,"5,125",Extended,High School or Below,Medical Leave,F,14465,Suburban,Married,55,129,30,Small,y,y,n,y,0
IU15885,"4,900",Basic,Bachelor,Unemployed,F,0,Suburban,Married,43,32,35,Small,y,y,n,y,0
HI16116,"5,279",Basic,Master,Employed,F,29899,Suburban,Married,33,66,21,Small,n,n,n,y,0
WH41496,"4,822",Extended,College,Unemployed,M,0,Suburban,Married,43,134,28,Large,y,y,n,n,0
IQ24777,"8,045",Basic,Bachelor,Employed,M,71391,Urban,Married,53,67,29,Medsize,n,y,n,y,0
CA55066,"12,157",Premium,High School or Below,Employed,M,57449,Suburban,Single,17,149,6,Medsize,n,y,n,y,0
LG87047,"18,592",Basic,High School or Below,Disabled,M,14209,Suburban,Married,59,50,34,Medsize,n,n,n,y,0
TK38732,"4,873",Extended,High School or Below,Employed,M,47824,Urban,Married,23,151,8,Medsize,n,y,n,y,1
KH94432,"5,339",Basic,Doctor,Employed,F,48696,Rural,Married,33,72,21,Medsize,n,y,y,y,0
ID21652,"2,879",Basic,Bachelor,Employed,F,79189,Rural,Married,18,107,11,Medsize,y,y,y,y,0
RV90030,"8,473",Basic,High School or Below,Unemployed,F,0,Suburban,Single,17,162,0,Medsize,n,y,n,y,1
CK36026,"3,440",Extended,Bachelor,Medical Leave,F,23870,Suburban,Married,22,137,4,Medsize,n,n,n,y,1
UR27848,"17,498",Basic,College,Unemployed,M,0,Suburban,Divorced,22,87,9,Medsize,n,n,n,y,1
KP68957,"2,544",Basic,Bachelor,Employed,F,41059,Rural,Married,29,96,6,Medsize,n,y,n,y,1
LC86277,"3,336",Extended,High School or Below,Disabled,M,19447,Suburban,Married,24,103,6,Medsize,y,y,n,y,0
UW55977,"5,206",Basic,Bachelor,Employed,M,94392,Rural,Married,20,111,3,Small,n,y,n,y,0
RE46032,"43,290",Extended,College,Medical Leave,M,23203,Suburban,Single,43,156,21,Medsize,n,y,n,y,0
CG69038,"4,818",Basic,College,Employed,M,38157,Rural,Married,20,107,2,Medsize,y,y,n,y,1
IR73545,"13,728",Extended,College,Unemployed,M,0,Suburban,Single,36,150,12,Medsize,n,y,n,y,0
CR85257,"4,997",Basic,High School or Below,Employed,M,99761,Suburban,Single,17,109,0,Medsize,n,y,y,n,1
JX88012,"7,960",Basic,College,Employed,F,98350,Urban,Married,36,117,14,Medsize,y,y,n,y,0
ED44765,"7,368",Basic,High School or Below,Employed,F,25318,Suburban,Married,20,109,4,Small,y,n,n,y,0
TW81986,"5,633",Extended,Bachelor,Employed,F,51721,Urban,Married,39,139,18,Medsize,n,y,n,y,0
HA56889,"3,885",Basic,Bachelor,Unemployed,F,0,Suburban,Single,53,84,35,Small,y,n,n,y,0
EB72669,"4,518",Extended,Bachelor,Unemployed,M,0,Suburban,Single,29,92,7,Medsize,y,n,y,y,1
CH95772,"2,565",Basic,College,Employed,M,68321,Urban,Single,42,54,31,Medsize,y,y,n,y,0
OZ62735,"15,487",Extended,Bachelor,Employed,M,69161,Urban,Married,51,145,24,Medsize,n,y,n,y,0
UN50538,"6,395",Extended,Bachelor,Employed,F,72667,Urban,Married,27,104,2,Large,n,n,y,y,0
JS76871,"8,639",Basic,High School or Below,Employed,M,62082,Rural,Married,42,108,15,Medsize,n,y,n,y,0
UG42487,"9,806",Extended,High School or Below,Unemployed,F,0,Suburban,Single,32,89,15,Medsize,n,y,n,y,0
TB56369,"12,472",Premium,Bachelor,Employed,F,36551,Rural,Single,21,121,12,Medsize,n,n,n,y,1
ZN27753,"5,795",Basic,Bachelor,Employed,M,70524,Suburban,Married,36,71,18,Medsize,y,n,n,y,0
FH22442,"2,619",Basic,High School or Below,Employed,F,60477,Rural,Married,20,67,12,Medsize,y,y,n,y,0
LV81383,"3,732",Extended,High School or Below,Unemployed,F,0,Suburban,Married,38,62,31,Large,n,n,n,y,0
HI34993,"5,421",Basic,High School or Below,Employed,M,40376,Suburban,Married,41,79,16,Large,y,y,n,y,0
KW59167,"6,521",Extended,College,Employed,F,72608,Suburban,Married,35,70,26,Medsize,n,n,n,y,0
BL44722,"41,788",Premium,High School or Below,Employed,F,46587,Suburban,Divorced,51,97,34,Medsize,n,y,n,y,0
QV11152,"9,614",Basic,High School or Below,Employed,M,34398,Suburban,Married,35,91,10,Small,y,y,n,y,0
SG53084,"4,767",Basic,Bachelor,Employed,F,70432,Rural,Married,41,79,16,Medsize,n,y,y,n,0
EZ30537,"23,985",Premium,Doctor,Employed,F,79655,Rural,Married,29,306,12,Medsize,n,y,n,y,0
AY35050,"7,293",Extended,College,Unemployed,F,0,Suburban,Married,17,130,3,Medsize,y,y,n,y,0
UQ59692,"21,255",Extended,Bachelor,Employed,F,73457,Rural,Married,23,179,0,Small,y,y,n,y,0
JF11031,"5,358",Extended,College,Unemployed,M,0,Suburban,Single,25,94,7,Medsize,n,y,n,y,1
DE53644,"5,192",Basic,Bachelor,Employed,F,23059,Suburban,Married,37,48,22,Medsize,y,y,n,n,0
KR53335,"7,117",Basic,Bachelor,Unemployed,F,0,Suburban,Single,28,112,5,Small,n,y,n,y,1
AJ89108,"11,009",Premium,Bachelor,Employed,F,51643,Suburban,Single,39,279,16,Medsize,n,y,n,y,0
MZ10085,"4,328",Basic,High School or Below,Employed,M,72531,Suburban,Married,55,75,35,Medsize,n,y,n,y,0
EV68966,"9,420",Basic,College,Employed,M,87840,Rural,Married,46,100,22,Medsize,y,y,n,y,0
PS28082,"2,593",Basic,High School or Below,Employed,M,57563,Suburban,Divorced,22,110,7,Medsize,y,y,n,y,1
MX89333,"2,554",Basic,Bachelor,Unemployed,M,0,Suburban,Married,24,94,16,Large,n,y,n,y,0
OE14751,"3,528",Extended,Doctor,Employed,M,31278,Suburban,Married,45,110,24,Medsize,n,y,n,y,0
YI73667,"5,341",Basic,College,Unemployed,F,0,Suburban,Married,26,118,1,Medsize,n,y,y,y,0
AX70794,"2,449",Basic,High School or Below,Employed,M,47122,Suburban,Single,23,100,6,Medsize,n,n,y,y,1
BF69918,"5,666",Extended,High School or Below,Unemployed,M,0,Suburban,Married,32,95,17,Medsize,n,n,n,n,0
KE61355,"5,273",Basic,High School or Below,Employed,F,60260,Suburban,Married,39,80,14,Medsize,n,y,n,y,0
HG65194,"8,673",Extended,College,Unemployed,F,0,Suburban,Single,33,161,8,Medsize,y,n,n,y,0
GV68933,"7,680",Basic,High School or Below,Disabled,M,12677,Suburban,Married,48,97,21,Medsize,y,y,n,y,0
LM76366,"2,999",Extended,High School or Below,Employed,M,28564,Suburban,Married,24,96,17,Small,n,y,n,y,0
PS57128,"3,835",Extended,Bachelor,Employed,F,41341,Rural,Single,20,133,4,Medsize,n,y,n,y,1
AH55475,"33,053",Extended,College,Employed,M,44246,Suburban,Married,25,160,1,Small,n,n,n,y,0
LE91297,"5,175",Basic,Master,Unemployed,M,0,Suburban,Married,17,117,0,Small,y,y,n,y,0
IF18508,"7,951",Extended,High School or Below,Employed,F,70610,Rural,Single,26,121,2,Large,n,y,y,y,0
YE87442,"9,935",Extended,High School or Below,Employed,F,34831,Suburban,Married,30,170,4,Medsize,n,y,n,y,0
QD85803,"7,862",Extended,Bachelor,Employed,F,30374,Urban,Married,25,133,1,Medsize,n,y,n,y,0
SF25048,"8,093",Basic,College,Employed,M,50825,Urban,Married,24,122,3,Medsize,n,y,n,y,0
FH39423,"5,539",Basic,Master,Employed,F,80727,Rural,Married,31,94,15,Medsize,y,y,y,y,0
LW43630,"9,629",Extended,Bachelor,Employed,F,71269,Urban,Married,39,62,28,Medsize,n,y,n,n,0
XO17798,"5,827",Basic,High School or Below,Employed,M,45794,Suburban,Married,30,120,3,Small,n,y,n,y,0
IN15077,"4,808",Basic,High School or Below,Employed,M,99874,Urban,Married,17,159,7,Medsize,n,y,n,y,0
NE16405,"2,582",Basic,Bachelor,Employed,F,76731,Urban,Married,18,100,2,Medsize,y,y,n,y,1
TU82820,"4,475",Basic,Master,Employed,M,73019,Suburban,Divorced,44,108,21,Large,n,y,n,y,1
FR26341,"2,399",Basic,Master,Disabled,M,19112,Urban,Married,45,54,30,Medsize,n,n,n,y,0
MT27589,"7,840",Extended,College,Employed,M,58414,Suburban,Single,30,240,7,Small,y,y,y,y,0
UG72692,"2,378",Basic,Bachelor,Unemployed,M,0,Suburban,Single,55,36,35,Small,n,n,n,y,0
MP95255,"3,919",Extended,High School or Below,Employed,F,66676,Suburban,Married,24,143,0,Small,n,y,n,y,1
EM16179,"8,274",Basic,College,Employed,F,69011,Suburban,Single,29,98,3,Medsize,y,y,n,y,0
DR77208,"9,539",Extended,Bachelor,Unemployed,M,0,Rural,Married,26,127,7,Medsize,y,y,n,y,0
PR31509,"5,332",Basic,Bachelor,Unemployed,M,0,Suburban,Married,42,65,31,Medsize,y,y,n,y,0
SE33381,"4,532",Extended,Bachelor,Unemployed,F,0,Suburban,Single,42,154,19,Medsize,n,n,n,n,1
BW43011,"3,834",Basic,High School or Below,Unemployed,M,0,Suburban,Single,32,146,13,Medsize,n,n,n,y,1
YP96182,"2,727",Basic,Master,Employed,M,31385,Rural,Divorced,51,65,31,Medsize,y,y,n,y,0
WI58274,"8,238",Basic,College,Employed,F,68261,Rural,Married,24,114,11,Medsize,n,y,n,y,0
YF26585,"4,758",Basic,High School or Below,Employed,M,92324,Suburban,Married,17,165,5,Large,n,n,n,y,0
UH76090,"8,818",Extended,Bachelor,Unemployed,F,0,Suburban,Single,53,134,31,Medsize,n,n,n,y,0
VF36700,"24,278",Extended,Master,Retired,F,20983,Urban,Single,29,139,10,Medsize,n,y,n,y,0
CS32416,"5,596",Basic,Bachelor,Employed,M,68004,Suburban,Single,25,102,6,Medsize,y,y,n,y,0
AT18041,"2,683",Basic,High School or Below,Employed,F,63471,Suburban,Married,17,113,0,Large,n,y,n,y,1
TB54645,"3,033",Extended,Bachelor,Disabled,F,27369,Urban,Married,35,109,13,Medsize,n,n,n,n,1
LX11170,"4,863",Basic,High School or Below,Employed,F,36839,Rural,Married,37,81,22,Medsize,y,n,n,y,0
RO43614,"2,129",Basic,Bachelor,Unemployed,F,0,Suburban,Single,41,75,19,Medsize,n,y,n,y,0
QS36363,"12,656",Premium,High School or Below,Employed,F,26149,Suburban,Married,21,203,2,Medsize,y,y,n,y,0
FX72157,"8,557",Premium,High School or Below,Employed,F,52440,Urban,Single,48,109,27,Medsize,n,y,n,y,0
XC43591,"12,881",Premium,College,Employed,M,24571,Suburban,Married,29,119,21,Medsize,y,n,y,y,0
PJ71030,"3,050",Extended,High School or Below,Unemployed,M,0,Suburban,Single,35,114,14,Medsize,y,n,n,y,1
JH14651,"3,238",Extended,Master,Employed,M,60244,Urban,Married,17,129,3,Medsize,n,y,n,y,1
YG42297,"5,249",Basic,College,Unemployed,M,0,Urban,Married,17,118,0,Medsize,y,y,n,n,0
